1003979	1247540
6606624	1034635
1210850	2101375
2154067	1279924
1292006	1279924
1100499	1003448
1159075	1002152
1016988	1009571
1300745	5841
6868142	6866886
1018155	1015852
6638483	1195889
1011730	1239504
1009499	6730533
1014145	1009646
1212985	1301739
9929600	1004129
1280087	1295531
6704224	9964755
1071257	1236897
1060739	1263049
6645431	1013510
1126370	2114258
10328567	1000689
9997128	4303
1214221	1021115
6752624	684
6843863	1326
10163001	4775
1244701	1249401
1330987	1056296
1038051	6684730
1007834	1237371
1293474	1006885
2099786	2048617
1302130	1291109
6738758	2106357
9929441	1307
1013011	1276641
6623536	9916985
6606825	1014175
2017616	1007864
1291230	1236346
1286507	1137423
6935408	4349
6689505	1001655
1023449	1310185
2009180	6751847
1109974	1007063
10079136	1002328
1099602	2966
1015298	1247152
9931148	1006896
6666533	1253307
6667192	1086117
1080914	1274829
1003801	1241757
1049704	1261464
10092575	1000028
1334929	1246709
1291110	1030060
1055562	1276662
1090594	1009633
1252764	1003014
2058402	1024619
1029677	9983203
6671271	1033631
1327919	9983203
6827946	9983203
1270553	1327696
1000945	1018807
6786145	300
6614668	7006467
10331634	1000048
9912102	1034635
1065198	2061677
1351750	1233610
1307528	2036704
1012315	1238836
1314904	6977528
1053693	1170206
1287055	1020615
7023179	5696
6963887	1013095
1252485	1010725
1079065	1236703
1027126	1255783
1274317	1234387
1012803	2161899
6666213	3554
1298276	6875510
1234344	1012125
10055114	2051723
10377598	1010055
1033104	1027610
2179213	1111915
6730134	1271216
1301746	1056258
1017322	1277866
1045804	1247516
1152469	1009402
2140188	10334513
1291960	1266817
2059804	1008487
6708740	1089337
1101793	1044253
1047491	1003342
1049384	1008336
1059884	1288727
6873850	1300642
2067429	1034635
2069589	1234503
10237528	1235384
1027009	2004228
6751850	2070071
6607841	1015122
6606625	1034635
1052722	2797
6688903	6706174
6892355	6785079
6618608	6785079
1019819	1034635
9929669	1004347
6606757	1003888
2140558	2114264
6730231	2161931
1075482	1264703
2064333	1076507
1022108	1035334
6759209	1241695
1008416	242
10263339	1008093
1276810	420
6622876	2161595
6670816	2051861
1254235	1254644
1305341	1010658
1039314	1203762
9919711	9956508
2082135	1259297
6635073	1259297
1300796	2036
6619918	2140107
1258892	1244746
6662497	1327588
6882695	1013167
1245000	1028445
5702	1066440
1007480	1012243
1244982	1028445
1122437	1254299
2075188	10150610
1073470	1327647
10270142	10096874
9954151	779
1275001	1028445
1244994	1028445
1122824	2148043
1084265	1065358
2140580	1002672
2070673	1169482
1010636	1239101
1031417	1265996
1033536	1008824
1006162	1048788
1179492	1246136
2113453	1003052
2052613	1088572
1279110	2035089
10314684	6716462
1042508	1008824
10176206	1014716
6657341	10361613
1283015	1001230
1289264	1013714
1033391	1239278
2082602	1043147
1052982	1011231
2036251	2043827
2020235	1246136
1271924	1018769
1039828	1018807
1039174	1075543
9918754	4497
1235697	1233982
1244970	1028445
6843877	1326
1115653	1249252
1127341	1252111
1012852	6696725
1130370	2235
1245134	1007263
1036143	1063053
6790420	2129177
1263808	2070227
6620802	4377
1181082	1009583
1203592	1156425
1024571	1029592
1029799	1156425
1016343	1014340
754	754
1016631	1006736
1138014	1034635
1002778	393
1253088	1238269
6933178	809
1011293	1489
6965760	1027610
1010760	1239516
1006322	1006322
1006347	1006347
1058622	1251812
6742353	2104058
6718488	1059264
1281865	1011316
1006140	1246817
1015584	1007658
9919044	2007
9937566	809
9937520	1147975
1275359	1287322
2061602	6748393
6642370	1049114
1010872	2439
2126687	1023928
9930422	1002619
1000129	5810
1092585	1002559
1303182	6837566
10586534	1008953
1017671	1015311
1025954	2040456
1271505	1003694
1322886	2105178
6895260	1308328
1278418	1255555
1340193	2797
2155515	1003105
1022439	4609
6632852	1001835
2100392	1012457
1108824	1007415
9929214	1233948
6703817	1006812
1007631	1235753
1039492	1269417
6926874	1014485
1002498	3066
1097119	1016561
1008455	1020
1286284	5630
1266371	1236703
6779861	1250104
2025676	1001141
1023217	2076786
1011160	1238478
1340980	1000602
1006268	1002392
1197558	1001943
1340959	1000602
6677859	670
2066701	1063426
1327070	1341919
10050528	831
1015209	1167955
1192222	1025647
1020004	1025647
6814996	1002912
1086572	1233677
1138325	2023771
1139033	1011219
1050349	1043653
4421	1252779
6703227	1210979
1070459	2064199
709	2003588
6843892	1012077
1012388	1254487
6625714	1060179
6901494	1006485
6806131	1002061
1284393	887
1023197	1269447
6604494	6834637
2131963	1020
10504380	1070177
2279509	1322366
1002670	1034635
1143149	1093353
6934479	1256115
9947015	1292207
2147002	10077841
1278109	1036654
9929574	1008086
1061384	1252912
6935936	3016
2159997	1003313
1044729	1046148
1067417	1003694
1270359	1019163
1102968	1233982
1030009	1791
6766073	1006837
1026989	1033119
1267504	1007885
1134651	659
1006146	1031646
1157380	1018266
1047433	1054273
6895364	2153903
6812143	1017092
1104448	1008824
1246003	4185
1255551	1266817
1326264	1235663
2164170	1247118
6923988	2140107
6606823	1267774
10198357	1025721
10014536	1009583
1038011	718
9952803	1156794
1248351	1007614
1293301	1001307
1033265	1136358
9967716	1015426
1106946	1006039
1233934	1234700
6704508	1006919
6804942	6676351
2025457	951
1112427	1080556
1089486	1090808
1139806	1039249
1006788	1003221
6677618	1028295
2166168	2025147
1059441	1039249
2164352	6922812
6607809	1034635
2008447	1034635
1028259	1237408
1257324	1240486
1129917	1039249
2162103	3195
6827283	3195
6835354	1039381
2031207	2031502
1022183	938
1067365	1003694
1344818	1331984
2008155	1007801
1011370	1246174
1089639	1003694
1023269	1253188
1033184	1006320
6801236	1013362
1130780	1319532
6793156	1319489
1240531	1078983
1005489	2003588
1116245	1003556
6621334	1012031
1059744	1254973
1079120	1000655
6972279	1000985
6985668	6992655
1078613	2017
1234308	59
9929753	1007347
1009440	1003272
10383606	1319489
10713370	1084235
10713436	6611448
1022947	6951566
1197153	1018406
1145243	2115937
1008020	1277876
1006577	1261516
1007949	1045811
1241896	1045811
6818610	1233623
6703268	1260159
6843530	1260159
9974891	1260159
1033242	1000655
2159316	1034635
1289361	1262825
6679381	1027349
6827288	1238056
1312285	1039017
1012932	1234727
1071225	1027595
1070722	930
1110471	1007075
10052696	1116214
1063100	1057539
1208053	1060179
